"probe_id","Refseq_id","Symbol"
"ILMN_1759344","XM_945303.1","LOC652226"
"ILMN_1719165","NM_015399.3","BRMS1"
"ILMN_1714527","NM_004781.3","VAMP3"
"ILMN_1695442","XM_943843.1","LOC649680"
"ILMN_1798700","NM_000079.2","CHRNA1"
"ILMN_1883492","XM_001133734.1","LOC731742"
"ILMN_2135232","NM_003017.3","SFRS3"
"ILMN_1723212","NM_003017.3","SFRS3"
"ILMN_1719283","NM_173489.4","HEATR7B2"
"ILMN_1666739","NM_022768.4","RBM15"
"ILMN_1801767","NM_138340.3","ABHD3"
"ILMN_2056975","NM_000194.1","HPRT1"
"ILMN_1718353","XM_941907.1","LOC652458"
"ILMN_1669930","NM_201544.1","LGALS8"
"ILMN_1671628","XM_944848.1","LOC651655"
"ILMN_1750497","NM_177551.3","GPR109A"
"ILMN_2415393","NM_000510.2","FSHB"
"ILMN_1668766","NM_017578.2","ROPN1"
"ILMN_1776566","XM_932669.1","LOC645133"
"ILMN_1777299","XM_942413.1","LOC652771"
"ILMN_1727762","NM_033292.2","CASP1"
"ILMN_1803236","NM_006536.4","CLCA2"
"ILMN_1785655","NM_145205.3","HMGB4"
"ILMN_1808914","NM_001037225.1","C11orf85"
"ILMN_2182850","NM_001037225.1","C11orf85"
"ILMN_1788768","XM_942311.1","LOC652699"
"ILMN_2373791","NM_001040092.1","ENPP2"
"ILMN_1780799","NM_001040092.1","ENPP2"
"ILMN_1791039","NM_015138.3","RTF1"
"ILMN_1695370","XM_928934.1","LOC645968"
"ILMN_1782399","XM_378545.3","LOC400456"
"ILMN_1730768","XM_378545.3","LOC400456"
"ILMN_2317524","NM_134259.1","TBL1Y"
"ILMN_1812328","NM_134259.1","TBL1Y"
"ILMN_2287253","NM_001002021.1","PFKL"
"ILMN_1713496","NM_001042437.1","ST3GAL5"
"ILMN_2388701","NM_001042437.1","ST3GAL5"
"ILMN_1750401","NM_001100408.1","C17orf62"
"ILMN_1761721","NM_018206.3","VPS35"
"ILMN_2286339","NM_017488.2","ADD2"
"ILMN_1717674","NM_000285.2","PEPD"
"ILMN_1709584","NM_181738.1","PRDX2"
"ILMN_1767766","NM_181738.1","PRDX2"
"ILMN_2382829","NM_181738.1","PRDX2"
"ILMN_2127477","NM_138387.2","G6PC3"
"ILMN_1727099","XR_000539.1","FLJ37201"
"ILMN_1704094","NM_002791.1","PSMA6"
"ILMN_2151818","NM_002791.1","PSMA6"
"ILMN_1739486","XM_495909.2","OVOS"
"ILMN_1808991","XM_941382.1","LOC652062"
"ILMN_1715436","XM_939885.1","LOC650799"
"ILMN_1749834","XM_932890.2","LOC388588"
"ILMN_1759359","NM_152265.2","BTF3L4"
"ILMN_1790715","XM_931214.1","LOC653105"
"ILMN_1695645","NM_004344.1","CETN2"
"ILMN_1655269","NM_213608.1","C2orf66"
"ILMN_1767324","NM_004095.3","EIF4EBP1"
"ILMN_2410975","NM_001077198.1","ATG9A"
"ILMN_2296290","NM_001077198.1","ATG9A"
"ILMN_1739008","NM_001077198.1","ATG9A"
"ILMN_2081070","NM_001729.1","BTC"
"ILMN_2168952","NM_003677.3","DENR"
"ILMN_1760954","NM_003677.3","DENR"
"ILMN_1728295","XM_928365.1","LOC643231"
"ILMN_1718633","NM_182492.1","LRP5L"
"ILMN_1735275","NM_152528.1","WDSUB1"
"ILMN_1656419","NM_001002233.1","RAB11FIP1"
"ILMN_1723644","NM_000298.3","PKLR"
"ILMN_1664233","XM_927705.1","LOC644590"
"ILMN_2154654","NM_003463.3","PTP4A1"
"ILMN_1760575","NM_003463.3","PTP4A1"
"ILMN_1720976","NM_153426.1","PITX2"
"ILMN_1702534","NM_016382.2","CD244"
"ILMN_1747946","XR_016772.1","LOC643454"
"ILMN_2258383","NM_138764.2","BAX"
"ILMN_1670954","NM_000217.1","KCNA1"
"ILMN_2375484","NM_182646.1","CPEB2"
"ILMN_1774948","NM_182646.1","CPEB2"
"ILMN_1766435","NM_016312.2","WBP11"
"ILMN_1661051","NM_016312.2","WBP11"
"ILMN_1675776","XM_943573.1","BRUNOL4"
"ILMN_1733616","NM_007162.1","TFEB"
"ILMN_1706149","NM_032346.1","PDCD2L"
"ILMN_1754045","NM_018062.2","FANCL"
"ILMN_2188909","NM_018062.2","FANCL"
"ILMN_1768553","XM_944265.1","LOC283050"
"ILMN_1660166","XM_941099.1","LOC646951"
"ILMN_1698548","XM_929730.2","LOC646780"
"ILMN_2118472","NM_032333.2","C10orf58"
"ILMN_2354285","NM_001501.1","GNRH2"
"ILMN_1676983","NM_052860.1","ZNF300"
"ILMN_2324994","NM_201612.1","IKBIP"
"ILMN_2324989","NM_201612.1","IKBIP"
"ILMN_2246083","NM_198097.1","C7orf28B"
"ILMN_1776777","NM_001111.3","ADAR"
"ILMN_1730645","NM_016192.2","TMEFF2"
"ILMN_1718198","NM_006174.2","NPY5R"
"ILMN_2047914","NM_006174.2","NPY5R"
"ILMN_1806508","NM_003780.3","B4GALT2"
"ILMN_1753755","NM_003780.3","B4GALT2"
"ILMN_1736054","NM_006713.2","SUB1"
"ILMN_1718988","NM_014764.2","DAZAP2"
"ILMN_1652646","XM_496852.2","LOC441196"
"ILMN_1699160","NM_005546.3","ITK"
"ILMN_1747673","NM_001007279.1","RASL10A"
"ILMN_1688899","NM_001007279.1","RASL10A"
"ILMN_1758924","NM_020737.1","LRFN2"
"ILMN_1763767","XM_929532.1","LOC646596"
"ILMN_1738858","XM_941513.2","LOC131055"
"ILMN_1745374","NM_005533.2","IFI35"
"ILMN_1768877","NM_145023.4","CCDC7"
"ILMN_1657139","NM_012091.2","ADAT1"
"ILMN_1689306","NM_024847.2","TMC7"
"ILMN_1709379","NM_001085452.1","FAM75A1"
"ILMN_1668505","XM_942612.1","LOC652887"
"ILMN_1696068","XM_934407.2","LOC647131"
"ILMN_1802691","NM_018338.2","WDR52"
"ILMN_2189037","NM_018338.2","WDR52"
"ILMN_1740744","NM_206953.1","PRAME"
"ILMN_2344130","NM_002810.2","PSMD4"
"ILMN_1728355","NM_002810.2","PSMD4"
"ILMN_1747622","NM_001772.3","CD33"
"ILMN_1681616","NM_006872.2","GTF2A1L"
"ILMN_1693465","XM_938095.1","LOC392506"
"ILMN_1750693","NM_003144.2","SSR1"
"ILMN_2206953","NM_006226.1","PLCL1"
"ILMN_1721088","NM_001098835.1","MS4A15"
"ILMN_1705225","NM_173814.3","PRTG"
"ILMN_2084031","NM_173814.3","PRTG"
"ILMN_1660085","NM_173814.3","PRTG"
"ILMN_1810115","XM_940854.2","KCTD2"
"ILMN_1680927","XR_017868.1","CASC2"
"ILMN_1670652","NM_000771.2","CYP2C9"
"ILMN_1684571","NM_080860.2","RSPH1"
"ILMN_2179229","NM_015617.1","PYGO1"
"ILMN_1783337","NM_020664.3","DECR2"
"ILMN_2291891","NM_021914.5","CFL2"
"ILMN_1682312","NM_000397.2","CYBB"
"ILMN_2168079","NM_145308.2","C11orf76"
"ILMN_1669579","NM_145308.2","C11orf76"
"ILMN_1811632","NM_001461.1","FMO5"
"ILMN_1780047","NM_198681.2","PLEKHG5"
"ILMN_1695949","NM_033329.1","SIGLEC12"
"ILMN_1716006","NM_173529.3","C18orf54"
"ILMN_1663227","XM_929701.1","LOC646750"
"ILMN_1654939","NM_006815.3","TMED2"
"ILMN_2191003","NM_001005922.1","KRTAP5-1"
"ILMN_1716362","XM_936442.1","MPPED1"
"ILMN_2323366","NM_001035513.1","SDHC"
"ILMN_1769839","NM_019079.2","L1TD1"
"ILMN_1796969","NM_002700.1","POU4F3"
"ILMN_1813374","NM_174983.3","C19orf28"
"ILMN_1656194","NM_031945.3","TSPAN10"
"ILMN_1652799","XM_497653.2","LOC441873"
"ILMN_1731113","NM_014007.2","ZBTB43"
"ILMN_1775111","NM_014390.2","SND1"
"ILMN_1792995","NM_172316.1","MEIS2"
"ILMN_1726289","NM_018169.2","C12orf35"
"ILMN_1742093","XM_927663.1","LOC644539"
"ILMN_1731268","XM_938227.1","GAK"
"ILMN_1655462","XM_371476.3","LOC388922"
"ILMN_1783864","XM_372472.2","LOC390349"
"ILMN_1732189","NM_130784.1","SYCE1"
"ILMN_1814256","XM_936648.1","LOC388381"
"ILMN_2349061","NM_004029.2","IRF7"
"ILMN_1798181","NM_004029.2","IRF7"
"ILMN_2273103","NM_001973.2","ELK4"
"ILMN_1771805","NM_001973.2","ELK4"
"ILMN_1660886","NM_001973.2","ELK4"
"ILMN_2079890","NM_000151.2","G6PC"
"ILMN_1700610","NM_197948.2","CLEC7A"
"ILMN_1666493","NM_016602.1","CCR10"
"ILMN_1710606","NM_000562.1","C8A"
"ILMN_1669321","NM_139355.2","MATK"
"ILMN_1679042","XM_928905.2","LOC645937"
"ILMN_1779404","NM_014281.3","PUF60"
"ILMN_1806782","NM_004234.3","ZNF235"
"ILMN_2145997","NM_003112.3","SP4"
"ILMN_1752746","XM_933536.1","LOC646324"
"ILMN_1758943","NM_199051.1","FAM5C"
"ILMN_2092589","NM_199051.1","FAM5C"
"ILMN_1686466","NM_033506.2","FBXO24"
"ILMN_2352633","NM_001042669.1","ARHGAP24"
"ILMN_1784763","XM_928412.1","LOC645373"
"ILMN_1800689","XM_926757.1","LOC643422"
"ILMN_1721732","NM_031415.2","GSDMC"
"ILMN_1684349","NM_000878.2","IL2RB"
"ILMN_1768261","XM_934857.1","LOC653591"
"ILMN_1657373","NM_018192.2","LEPREL1"
"ILMN_2230178","NM_152654.2","DAND5"
"ILMN_1747105","NM_032606.2","CAPS2"
"ILMN_1735762","NM_001033047.1","NPNT"
"ILMN_1704617","NM_144715.3","EFHB"
"ILMN_1800871","NM_002869.4","RAB6A"
"ILMN_1689116","NM_148173.1","PEMT"
"ILMN_1745699","NM_181725.2","METTL2A"
"ILMN_1709919","NM_000533.3","PLP1"
"ILMN_1743535","NM_152671.2","PIP5K3"
"ILMN_1760314","NM_032040.2","CCDC8"
"ILMN_1664499","NM_001004330.1","PLEKHG7"
"ILMN_1671812","NM_174981.2","ANKRD21"
"ILMN_1744815","NM_203286.1","PVRL1"
"ILMN_1673322","NR_003542.1","SLED1"
"ILMN_1785424","NM_006720.3","ABLIM1"
"ILMN_1731610","NM_006720.3","ABLIM1"
"ILMN_1770758","NM_004274.3","AKAP6"
"ILMN_1773031","NM_172208.1","TAPBP"
"ILMN_2399686","NM_205768.1","ZNF238"
"ILMN_1663155","NM_205768.1","ZNF238"
"ILMN_2186877","NM_018029.3","FLJ10213"
"ILMN_2320330","NM_002371.2","MAL"
"ILMN_2069399","NR_002836.1","PGM5P2"
"ILMN_1702760","NR_002836.1","PGM5P2"
"ILMN_1692464","NM_017931.1","FLJ20699"
"ILMN_1726928","NM_003196.1","TCEA3"
"ILMN_1714960","NM_001031715.1","IQCH"
"ILMN_2310814","NM_016841.2","MAPT"
"ILMN_2241412","NM_022963.2","FGFR4"
"ILMN_1689475","XM_932357.1","LOC644769"
"ILMN_1718171","NM_004831.3","MED26"
"ILMN_1662397","XM_499334.2","LOC441261"
"ILMN_1652969","NM_033273.1","ZNF479"
"ILMN_1810838","NM_178812.2","MTDH"
"ILMN_1679322","NM_022071.2","SH2D4A"
"ILMN_1743357","NM_003399.5","XPNPEP2"
"ILMN_1748836","NM_025129.3","FUZ"
"ILMN_1654457","NM_012473.3","TXN2"
"ILMN_1779536","NM_018474.3","NCRNA00153"
"ILMN_1810387","NM_001031689.1","PLAA"
"ILMN_1769822","NM_001031689.1","PLAA"
"ILMN_1743205","NM_019112.3","ABCA7"
"ILMN_1729894","NM_019112.3","ABCA7"
"ILMN_1701967","NM_183001.3","SHC1"
"ILMN_1685327","NM_138926.1","SON"
"ILMN_1719695","NM_001005474.1","NFKBIZ"
"ILMN_1698144","NM_000186.2","CFH"
"ILMN_1695261","XM_937850.2","LOC285176"
"ILMN_2392569","NM_001462.3","FPR2"
"ILMN_1811823","NM_030973.2","MED25"
"ILMN_2233576","NM_001477.1","GAGE12I"
"ILMN_1691563","NM_001477.1","GAGE12I"
"ILMN_1700994","NM_001039571.1","KREMEN1"
"ILMN_1772697","NM_001039571.1","KREMEN1"
"ILMN_1751093","NR_002834.1","DUSP5P"
"ILMN_2051731","NR_002834.1","DUSP5P"
"ILMN_1720249","XM_937107.1","LOC648057"
"ILMN_1673608","XM_926912.1","LOC643605"
"ILMN_2320853","NM_181890.1","UBE2D3"
"ILMN_2320850","NM_181890.1","UBE2D3"
"ILMN_1651506","NM_024831.5","NCOA6IP"
"ILMN_2142353","NM_024719.2","GRTP1"
"ILMN_1728983","NM_003297.1","NR2C1"
"ILMN_1774382","NM_003297.1","NR2C1"
"ILMN_1787555","XM_941319.1","UNQ6975"
"ILMN_1687721","NM_000312.1","PROC"
"ILMN_2233334","NR_002147.2","MYH16"
"ILMN_2233339","NR_002147.2","MYH16"
"ILMN_1684567","XM_941879.1","LOC652436"
"ILMN_1666392","NM_030761.3","WNT4"
"ILMN_1752247","NM_006738.4","AKAP13"
"ILMN_2258977","NM_133431.1","XAGE1"
"ILMN_2343774","NM_133431.1","XAGE1"
"ILMN_2343765","NM_133431.1","XAGE1"
"ILMN_2258982","NM_133431.1","XAGE1"
"ILMN_1702371","NM_133468.2","BMPER"
"ILMN_1691428","XM_001134072.1","PSMD12"
"ILMN_1742400","NM_014810.3","CEP350"
"ILMN_1663723","NM_012450.2","SLC13A4"
"ILMN_1762843","NM_001080515.1","FAM163B"
"ILMN_2093072","NM_001080515.1","FAM163B"
"ILMN_1750330","NM_152430.2","OR51E1"
"ILMN_1656792","NM_020912.1","FLYWCH1"
"ILMN_1783946","NM_006039.3","MRC2"
"ILMN_1724247","XM_939672.1","LOC130678"
"ILMN_1667257","NM_003000.2","SDHB"
"ILMN_1665294","XM_944824.1","LOC644992"
"ILMN_2315208","NM_172078.1","CAMK2B"
"ILMN_1674574","NM_004666.1","VNN1"
"ILMN_1756867","NM_007041.2","ATE1"
"ILMN_1812479","NM_007041.2","ATE1"
"ILMN_2381769","NM_007041.2","ATE1"
"ILMN_1682873","XM_938181.2","LOC388474"
"ILMN_1772814","NM_016231.4","NLK"
"ILMN_2330966","NM_173176.1","PTK2B"
"ILMN_1759690","NM_006249.3","PRB3"
"ILMN_2183784","NM_017868.3","TTC12"
"ILMN_1815502","XM_166571.5","KIAA0363"
"ILMN_1708092","XM_001132884.1","LOC732343"
"ILMN_1705244","NM_003777.3","DNAH11"
"ILMN_1775734","NM_170600.1","SH2D3C"
"ILMN_1748563","NR_001455.1","LOC85391"
"ILMN_1676520","NR_003674.1","KGFLP1"
"ILMN_1713823","NR_003674.1","KGFLP1"
"ILMN_1692030","XM_944312.2","LOC645273"
"ILMN_1771832","NM_020213.1","PARP6"
"ILMN_1745368","NM_014313.2","TMEM50A"
"ILMN_1662413","NM_152419.2","HGSNAT"
"ILMN_1711465","NM_152419.2","HGSNAT"
"ILMN_1684060","NM_025091.2","CXYorf2"
"ILMN_1809477","NM_001042476.1","CARHSP1"
"ILMN_1802766","NM_178470.3","WDR40B"
"ILMN_1738885","NM_178470.3","WDR40B"
"ILMN_1677511","NM_000963.1","PTGS2"
"ILMN_1696214","NM_024782.1","NHEJ1"
"ILMN_1772208","NM_032251.4","CCDC88B"
"ILMN_1750689","NM_022474.2","MPP5"
"ILMN_1684699","NM_001422.2","ELF5"
"ILMN_2401352","NM_013282.3","UHRF1"
"ILMN_2141790","NM_006389.2","HYOU1"
"ILMN_1722089","NM_152553.2","RNF217"
"ILMN_1657163","XM_935803.1","LOC641741"
"ILMN_1690262","NM_178310.1","SNAI3"
"ILMN_1718866","NM_206966.2","C5orf46"
"ILMN_1659365","XM_930721.1","LOC653071"
"ILMN_1663455","XM_943499.1","LOC648900"
"ILMN_1795227","NM_003746.1","DNCL1"
"ILMN_1737418","NM_001009185.1","ACSL6"
"ILMN_1730025","NM_001009185.1","ACSL6"
"ILMN_2300636","NM_014250.1","HMGXB4"
"ILMN_1761722","NM_152600.2","ZNF579"
"ILMN_1688458","NM_015849.2","CELA2B"
"ILMN_1767827","NM_139209.2","GRK7"
"ILMN_1680314","NM_003329.2","TXN"
"ILMN_2038776","NM_003329.2","TXN"
"ILMN_2195957","NM_015178.1","RHOBTB2"
"ILMN_1798429","XM_930350.1","LOC653524"
"ILMN_1748271","NM_001880.2","ATF2"
"ILMN_1665660","NM_182901.2","C11orf17"
"ILMN_1788356","NM_182901.2","C11orf17"
"ILMN_1752988","NM_182901.2","C11orf17"
"ILMN_1808625","XM_378661.2","C17orf51"
"ILMN_1796572","NM_001017975.3","HFM1"
"ILMN_1676577","XM_944419.1","LOC440334"
"ILMN_1756308","NM_001018159.1","NAE1"
"ILMN_1705869","XR_017409.1","LOC440297"
"ILMN_1709451","NM_013342.2","TFPT"
"ILMN_1663718","NM_199000.2","LHFPL3"
"ILMN_1705769","NM_000880.2","IL7"
"ILMN_2059744","NM_000880.2","IL7"
"ILMN_1759023","NM_006005.2","WFS1"
"ILMN_1761425","NM_182487.2","OLFML2A"
"ILMN_1661957","XM_936875.2","LOC647816"
"ILMN_1720114","NM_015895.3","GMNN"
"ILMN_2048507","NM_016531.3","KLF3"
"ILMN_2170080","NR_002786.1","CIDECP"
"ILMN_1671474","NM_001002920.1","POTEA"
"ILMN_1670705","NM_033104.2","STON2"
"ILMN_1807397","NM_002492.2","NDUFB5"
"ILMN_1792947","NM_001017420.2","ESCO2"
"ILMN_1686811","XM_938297.1","LOC402644"
"ILMN_1737953","NM_017777.1","MKS1"
"ILMN_1787657","NM_012129.2","CLDN12"
"ILMN_1740385","NM_014956.4","CEP164"
"ILMN_2138662","NM_014978.1","SORCS3"
"ILMN_1698516","NM_014978.1","SORCS3"
"ILMN_1685544","XM_930003.1","LOC653799"
"ILMN_1741591","XM_932932.1","LOC645487"
"ILMN_1693420","XM_928032.1","LOC644944"
"ILMN_1700817","NM_001033602.2","MTUS2"
"ILMN_1753169","NM_001033602.2","MTUS2"
"ILMN_1656949","XM_940940.2","LOC651723"
"ILMN_1741976","NM_020159.2","SMARCAD1"
"ILMN_1712177","XM_377555.3","LOC401934"
"ILMN_1691178","XM_939092.1","LOC650003"
"ILMN_1810239","NM_001003940.1","BMF"
"ILMN_1707175","NM_022455.3","NSD1"
"ILMN_1666332","XM_944653.1","LOC654000"
"ILMN_1661395","NM_152344.2","LSM12"
"ILMN_1734428","NM_152344.2","LSM12"
"ILMN_1673521","NM_032551.3","KISS1R"
"ILMN_1767837","NM_016072.3","GOLT1B"
"ILMN_1663387","XM_944336.1","LOC654134"
"ILMN_1661197","NM_013246.2","CLCF1"
"ILMN_2073446","NM_023938.4","C1orf116"
"ILMN_2134224","NM_020410.1","ATP13A1"
"ILMN_1708492","XM_379386.2","LOC285768"
"ILMN_2347424","NM_138799.2","MBOAT2"
"ILMN_1734660","NM_022377.2","ICAM4"
"ILMN_1701393","NM_016569.3","TBX3"
"ILMN_2389582","NM_001005335.1","HNRNPL"
"ILMN_1761476","NM_003316.3","TTC3"
"ILMN_1728605","NM_003316.3","TTC3"
"ILMN_1663534","XM_925877.1","LOC653081"
"ILMN_1695422","NM_005381.2","NCL"
"ILMN_1695631","NM_022097.2","CHP2"
"ILMN_1690611","XM_001126962.1","LOC728032"
"ILMN_2205050","NM_005044.1","PRKX"
"ILMN_1669367","XM_938108.1","LOC649023"
"ILMN_1766112","NM_007331.1","WHSC1"
"ILMN_2191167","NM_013309.4","SLC30A4"
"ILMN_1653314","XM_926061.1","LOC642576"
"ILMN_1754187","NM_033067.1","DMRTB1"
"ILMN_2304512","NM_199161.1","SAA1"
"ILMN_1664780","XM_927306.1","LOC644066"
"ILMN_1715809","NM_024576.3","OGFRL1"
"ILMN_2095759","NM_024576.3","OGFRL1"
"ILMN_1701114","NM_002053.1","GBP1"
"ILMN_2148785","NM_002053.1","GBP1"
"ILMN_2059452","NM_001046.2","SLC12A2"
"ILMN_1716639","XM_929568.1","LOC646625"
"ILMN_1793988","NM_170731.3","BDNF"
"ILMN_1681898","XM_943395.1","LOC647784"
"ILMN_1653438","NM_001007157.1","PHF14"
"ILMN_2401770","NM_001007157.1","PHF14"
"ILMN_2401769","NM_001007157.1","PHF14"
"ILMN_1736936","NM_012188.4","FOXI1"
"ILMN_1651437","NM_012188.4","FOXI1"
"ILMN_1687431","NM_183044.1","RNF6"
"ILMN_1674665","NM_152727.4","CPNE2"
"ILMN_1676150","XR_017120.1","LOC646090"
"ILMN_2404182","NM_017434.3","DUOX1"
"ILMN_2292636","NM_017434.3","DUOX1"
"ILMN_2301083","NM_181800.1","UBE2C"
"ILMN_1676864","NM_138620.1","DDX31"
"ILMN_1663156","NM_138620.1","DDX31"
"ILMN_1797668","NM_002196.2","INSM1"
"ILMN_1728337","XM_936702.1","PGM5"
"ILMN_1788955","NM_020992.2","PDLIM1"
"ILMN_2401457","NM_001048164.1","SLC7A3"
"ILMN_2369580","NM_001039476.1","C16orf35"
"ILMN_1686442","NM_206862.2","TACC2"
"ILMN_1687751","NM_001024372.1","BAALC"
"ILMN_1656732","XM_926206.1","LOC653146"
"ILMN_2082324","NM_152313.2","SLC36A4"
"ILMN_2410194","NM_001039616.1","SPRED3"
"ILMN_2310589","NM_138930.2","DIABLO"
"ILMN_1665335","NM_138930.2","DIABLO"
"ILMN_1672074","XM_496530.3","LOC440829"
"ILMN_1702401","XM_001134223.1","PKD1L3"
"ILMN_1683974","NM_001003819.1","TRIM6-TRIM34"
"ILMN_1791099","NM_001003819.1","TRIM6-TRIM34"
"ILMN_1770711","NM_001243.3","TNFRSF8"
"ILMN_1653615","XM_941559.1","FLJ34969"
"ILMN_1704925","XM_928384.1","LOC653609"
"ILMN_1805366","NM_198881.1","TBC1D8B"
"ILMN_1805447","XM_941532.2","LOC389174"
"ILMN_1740010","NM_014982.2","PCNX"
"ILMN_1797191","NM_014656.1","KIAA0040"
"ILMN_2394777","NM_032981.2","DTNA"
"ILMN_2197647","NR_002307.1","MSX2P1"
"ILMN_1688723","NR_002307.1","MSX2P1"
"ILMN_1679450","XR_015514.1","LOC730746"
"ILMN_2207960","NM_001004707.3","OR4D2"
"ILMN_1659914","NM_152572.2","C9orf98"
"ILMN_1715259","NM_001001667.1","OR6V1"
"ILMN_1664177","NM_153340.3","ATXN7L2"
"ILMN_1788928","NM_203444.1","ABCB9"
"ILMN_1669064","NM_001080493.2","ZNF823"
"ILMN_1811238","NM_052947.3","ALPK2"
"ILMN_1782800","XM_944656.1","LOC651410"
"ILMN_1683604","XM_497642.2","LOC441864"
"ILMN_1735292","NM_145010.2","ENKUR"
"ILMN_2097164","NM_145010.2","ENKUR"
"ILMN_1758214","NM_020320.2","RARS2"
"ILMN_1730223","NM_170769.1","RNF39"
"ILMN_1704672","NM_024068.2","OBFC2B"
"ILMN_1740088","XM_943115.1","LOC647920"
"ILMN_1699651","NM_000600.1","IL6"
"ILMN_1686709","XM_940324.1","LOC651197"
"ILMN_1755526","XM_942013.1","LOC652529"
"ILMN_1757794","NM_153252.3","BRWD3"
"ILMN_1681943","NM_001007530.1","CDRT15"
"ILMN_1716547","NM_017567.2","NAGK"
"ILMN_1777691","NM_206919.1","ARL9"
"ILMN_1767184","XM_940046.1","LOC650950"
"ILMN_1678559","XM_941916.1","LOC652463"
"ILMN_2356838","NM_006090.3","CEPT1"
"ILMN_2266309","NM_006090.3","CEPT1"
"ILMN_1710937","NM_005531.1","IFI16"
"ILMN_1686160","XM_498623.2","LOC440309"
"ILMN_1719392","NM_000143.2","FH"
"ILMN_1734748","NM_006863.1","LILRA1"
"ILMN_2176625","NM_001037231.1","LOC285735"
"ILMN_1674385","NM_006826.2","YWHAQ"
"ILMN_1683263","NM_004616.2","TSPAN8"
"ILMN_2073758","NM_002426.2","MMP12"
"ILMN_1771747","XM_925785.1","LOC641699"
"ILMN_1698757","XM_371923.2","LOC389523"
"ILMN_2217630","NM_016508.2","CDKL3"
"ILMN_1770690","NM_016508.2","CDKL3"
"ILMN_1673708","NM_178425.2","HDAC9"
"ILMN_1803563","NM_178425.2","HDAC9"
"ILMN_1661653","NM_017996.2","DET1"
"ILMN_2145423","NM_017996.2","DET1"
"ILMN_1740524","NM_006656.4","NEU3"
"ILMN_1677396","NM_019080.1","NDFIP2"
"ILMN_2366795","NM_017576.1","KIF27"
"ILMN_1747353","NM_017576.1","KIF27"
"ILMN_1748976","XM_941243.1","FAM91A2"
"ILMN_1773530","XM_927687.1","LOC644573"
"ILMN_1756367","NM_020922.2","WNK3"
"ILMN_1741244","NM_053043.1","PRR8"
"ILMN_1665515","NM_052871.3","MGC4677"
"ILMN_2143795","NM_052871.3","MGC4677"
"ILMN_1790810","NM_005477.1","HCN4"
"ILMN_1679527","NM_000415.1","IAPP"
"ILMN_1655497","NM_001417.4","EIF4B"
"ILMN_1720287","NM_004424.3","E4F1"
"ILMN_1730744","XM_293565.6","LOC441582"
"ILMN_1785635","NM_007371.2","BRD3"
"ILMN_1758212","NM_001131.2","CRISP1"
"ILMN_1700628","NM_020414.3","DDX24"
"ILMN_2370622","NM_019863.2","F8"
"ILMN_1670229","NM_019863.2","F8"
"ILMN_2144064","NR_001575.1","RNF138P1"
"ILMN_1725018","XM_946331.1","LOC654220"
"ILMN_1763523","NM_002109.3","HARS"
"ILMN_1752182","NR_001317.1","HCG4P6"
"ILMN_1741617","NM_031309.4","SCRT1"
"ILMN_1674108","XM_942915.1","LOC647645"
"ILMN_2185984","NM_015278.3","SASH1"
"ILMN_1678904","NM_001976.3","ENO3"
"ILMN_1810962","NM_002844.2","PTPRK"
"ILMN_1714327","NM_014712.1","SETD1A"
"ILMN_2219556","NM_030940.3","ISCA1"
"ILMN_1710112","XM_926021.1","LOC642527"
"ILMN_1777758","XM_945379.1","NOTCH2"
"ILMN_1675191","NM_152687.2","GAPT"
"ILMN_1779685","NM_001094.4","ACCN1"
"ILMN_1665932","NM_001094.4","ACCN1"
"ILMN_1673112","NM_001005368.1","ZNF32"
"ILMN_1695362","NM_001005368.1","ZNF32"
"ILMN_1748018","NM_015530.3","GORASP2"
"ILMN_2152465","NM_005028.3","PIP5K2A"
"ILMN_1767573","XM_001133960.1","CRLF2"
"ILMN_1741021","NM_003956.3","CH25H"
"ILMN_1804479","NM_014161.2","MRPL18"
"ILMN_2230672","NM_014161.2","MRPL18"
"ILMN_1724634","XM_928570.1","LOC645550"
"ILMN_1692207","NM_005418.3","ST5"
"ILMN_1691535","NM_001079872.1","CUL4B"
"ILMN_2385161","NM_001079872.1","CUL4B"
"ILMN_2280568","NM_198555.3","ANKRD36"
"ILMN_2382431","NM_198555.3","ANKRD36"
"ILMN_1787749","NM_033356.3","CASP8"
"ILMN_1802730","XM_938457.1","LOC649385"
"ILMN_1679545","XM_928770.1","LOC440910"
"ILMN_1732089","NM_001031727.2","MRI1"
"ILMN_1806828","NM_001031727.2","MRI1"
"ILMN_1753347","NM_001925.1","DEFA4"
"ILMN_1809077","NM_001013734.2","RFPL4B"
"ILMN_1773201","XM_936893.1","LOC647836"
"ILMN_1757958","NM_206884.1","SLC26A5"
"ILMN_1668336","NM_016014.2","FAM108B1"
"ILMN_2374362","NM_016014.2","FAM108B1"
"ILMN_1660440","NM_016014.2","FAM108B1"
"ILMN_1722407","NR_002214.1","C21orf41"
"ILMN_1653577","NR_002214.1","C21orf41"
"ILMN_2317923","NM_178031.2","TMEM132A"
"ILMN_1702012","XM_944472.1","LOC651031"
"ILMN_1811820","NM_194286.2","SRRM4"
"ILMN_2117613","NM_000923.2","PDE4C"
"ILMN_1658957","XR_017611.1","LOC653635"
"ILMN_1812759","NM_001024071.1","GCH1"
"ILMN_2367782","NM_139267.1","STARD7"
"ILMN_1665574","XM_926301.1","LOC642620"
"ILMN_2342579","NM_002185.2","IL7R"
"ILMN_2068991","NM_001040282.1","TBC1D3G"
